74	860	1	0.015122
74	1605	1	0.011021
75	1178	1	0.007908
75	1760	1	0.006131
76	1148	1	0.008684
77	719	0.5	0.013723
77	849	1	0.011726
77	1675	0.5	0.016332
78	813	1	0.009475
78	1596	1	0.010768
79	705	0.5	0.006118
79	1514	1	0.004511
79	1729	0.5	0.005888
80	194	1	0.003513
80	463	1	0.004734
81	266	1	0.001931
81	1077	1	0.007234
82	723	1	0.005586
82	1601	1	0.011091
83	1440	1	0.00574
83	1583	0.5	0.004151
83	1702	0.5	0.00676
84	618	1	0.01242
84	1610	1	0.0066
85	305	1	0.009718
85	994	1	0.001091
86	997	1	0.011473
86	1746	1	0.000828
87	1805	1	0.00289
87	1891	1	0.006885
88	726	1	0.007646
88	903	1	0.003804
89	917	1	0.007753
90	195	1	0.004672
90	314	0.5	0.007336
90	919	0.5	0.004033
91	1650	1	0.00125
91	1708	1	0.002418
92	1144	1	0.000643
92	1697	1	0.007472
93	462	1	0.009297
93	895	1	0.007815
94	920	1	0.006912
94	1030	1	0.006032
95	1475	1	0.008884
95	1801	1	0.003513
96	428	1	0.006429
96	1541	1	0.005489
97	142	0.5	0.003881
97	1238	1	0.002604
97	1340	0.5	0.006757
98	1112	1	0.005125
98	1863	1	0.005046
99	878	1	0.004196
99	1907	1	0.001095
100	252	1	0.009115
100	761	0.5	0.005403
100	1866	0.5	0.009583
101	1051	1	0.006864
101	1083	1	0.004375
102	1050	0.5	0.007968
102	1672	0.5	0.006324
102	1758	1	0.004192
103	1310	0.5	0.001993
103	1494	0.5	0.00132
103	1798	1	0.001011
104	501	1	0.005505
104	978	1	0.002756
105	1160	0.5	0.011051
105	1371	0.5	0.009189
105	1985	1	0.006842
106	975	1	0.00447
106	1736	1	0.007932
107	562	1	0.007365
107	1562	1	0.005479
108	208	0.5	0.015123
108	824	0.5	0.007975
108	1841	1	0.004928
109	832	1	0.009169
109	1066	1	0.00651
110	808	1	0.0041
110	1367	1	0.004943
111	200	1	0.003798
111	360	1	0.006451
112	692	1	0.005839
112	827	1	0.004201
113	1119	1	0.007096
113	1933	1	0.009334
114	1448	1	0.0071
114	1651	1	0.012405
115	711	1	0.012356
115	1457	1	0.011557
116	781	1	0.006053
116	1465	1	0.004742
117	517	0.5	0.010264
117	652	0.5	0.01066
117	1905	1	0.002218
118	364	1	0.004949
118	1327	1	0.0083
119	1433	1	0.008026
119	1819	1	0.005104
120	651	1	0.015744
120	1511	1	0.010233
121	1113	1	0.004434
121	1396	1	0.00266
122	418	1	0.007143
122	1162	1	0.009359
123	481	1	0.011011
123	560	1	0.006701
124	190	1	0.010921
124	959	1	0.015056
125	1284	0.5	0.007948
125	1355	0.5	0.009768
125	1386	1	0.006538
126	674	1	0.011688
126	1074	1	0.001651
127	967	1	0.003272
127	1692	1	0.007253
128	743	1	0.002543
128	795	1	0.00723
129	241	1	0.004292
129	259	1	0.008032
130	348	1	0.005263
130	500	1	0.006843
131	540	1	0.010011
131	1369	1	0.006541
132	165	1	0.000978
132	790	1	0.008236
133	318	0.5	0.008511
133	367	1	0.001935
133	1743	0.5	0.008016
134	582	0.5	0.007068
134	1308	0.5	0.004584
134	1486	1	0.008937
135	936	1	0.009448
135	1646	1	0.001986
136	321	1	0.002194
136	1784	1	0.003456
137	529	1	0.010719
137	1434	1	0.007508
138	274	1	0.006631
138	528	1	0.013101
139	700	0.5	0.011972
139	806	1	0.001385
139	1470	0.5	0.008279
140	203	1	0.002411
140	1782	1	0.002423
141	858	1	0.008985
141	1016	1	0.007732
142	981	1	0.003378
142	1340	0.5	0.004228
143	422	0.5	0.00566
143	441	1	0.003287
143	1094	0.5	0.005723
144	631	1	0.006262
144	1747	1	0.001439
145	1260	1	0.006931
145	1346	1	0.008211
146	269	1	0.008183
146	1039	0.5	0.010636
146	1467	0.5	0.009305
147	219	1	0.011658
147	513	1	0.013121
148	723	1	0.00584
148	1345	1	0.001886
149	255	1	0.00592
149	330	0.5	0.006668
149	1597	0.5	0.007113
150	1286	1	0.006626
151	291	1	0.005033
151	386	1	0.001359
152	1128	1	0.002058
152	1745	1	0.002773
153	995	0.5	0.002857
153	1146	1	0.002576
153	1246	0.5	0.006727
154	198	1	0.006674
154	1409	0.5	0.007136
154	1714	0.5	0.006203
155	1356	1	0.011468
155	1663	1	0.001063
156	1026	0.5	0.002329
156	1077	0.5	0.006004
156	1849	1	0.003723
157	943	1	0.007373
157	1593	1	0.007659
158	668	1	0.005896
158	763	1	0.002091
159	358	1	0.005337
159	1337	1	0.005081
160	380	0.5	0.012604
160	1342	0.5	0.010841
160	1415	1	0.008049
161	1403	1	0.009437
161	1789	1	0.008547
162	350	1	0.004159
162	1698	1	0.003219
163	938	1	0.013231
163	1818	1	0.00669
164	281	1	0.007621
164	336	1	0.006112
165	1828	1	0.009024
166	419	1	0.010408
166	1498	0.5	0.003394
166	1974	0.5	0.005423
167	930	1	0.006834
167	1177	1	0.005383
168	1799	0.5	0.007981
168	1825	0.5	0.013686
168	1925	1	0.003018
169	387	1	0.003416
169	1301	1	0.003163
170	630	0.5	0.00721
170	1250	0.5	0.006191
170	1903	1	0.002208
171	917	1	0.007035
171	1169	1	0.00651
172	280	1	0.002284
172	1605	1	0.007708
173	177	1	0.014053
173	853	1	0.008865
174	221	1	0.006877
174	1424	1	0.002453
175	426	1	0.005793
175	1822	1	0.001822
176	313	1	0.001409
176	1556	1	0.009648
177	229	1	0.000911
178	1326	1	0.007531
178	1400	1	0.010249
179	1116	1	0.014048
179	1364	1	0.006779
180	457	1	0.002427
180	1975	1	0.005005
181	759	1	0.009326
181	1299	1	0.006819
182	1290	1	0.013683
182	1315	1	0.002795
183	279	1	0.002881
183	886	1	0.002398
184	717	1	0.003124
185	652	1	0.004278
185	672	0.5	0.00792
185	1409	0.5	0.00797
186	1035	1	0.006871
186	1679	1	0.007732
187	1883	1	0.00405
187	1984	1	0.006969
188	419	0.5	0.013931
188	655	1	0.004386
188	1453	0.5	0.007595
189	224	1	0.006559
189	1349	1	0.008255
190	570	1	0.008562
191	1543	1	0.007262
191	1655	1	0.012477
192	470	1	0.005449
192	1915	1	0.004828
193	1407	1	0.009888
193	1935	1	0.002455
194	778	1	0.004958
195	1877	1	0.007779
196	225	1	0.003645
196	295	1	0.002212
197	673	1	0.007788
197	1939	1	0.00765
198	1409	1	0.00185
199	803	1	0.006591
199	1363	1	0.005211
200	1211	1	0.005318
201	332	1	0.014331
201	1920	1	0.008419
202	491	1	0.006467
202	1338	1	0.005206
203	1812	1	0.002367
204	597	1	0.005541
204	1656	1	0.005507
205	928	1	0.002204
205	1875	1	0.007394
206	1419	1	0.005375
206	1548	1	0.008222
207	600	1	0.001969
207	1669	1	0.004111
208	824	0.5	0.016727
208	1573	1	0.016301
209	440	1	0.013208
209	968	1	0.016065
210	887	1	0.006627
210	1836	1	0.005891
211	274	1	0.009089
211	1053	1	0.002069
212	306	1	0.009475
212	1900	1	0.011705
213	973	1	0.004638
213	1304	1	0.013527
214	1845	1	0.005208
215	780	1	0.008322
215	1091	1	0.003151
216	1177	1	0.005715
216	1881	1	0.003155
217	292	1	0.007451
217	415	0.5	0.009123
217	804	0.5	0.013422
218	1272	1	0.005032
218	1400	1	0.00643
219	1343	1	0.013706
220	574	1	0.00197
220	1403	0.5	0.011195
220	1421	0.5	0.006987
221	1004	1	0.002609
222	872	1	0.009358
222	1218	1	0.004745
223	1744	1	0.006063
224	835	1	0.006152
225	676	1	0.003136
226	1464	1	0.003563
226	1565	0.5	0.001155
226	1696	0.5	0.001982
227	230	1	0.009951
227	368	1	0.01018
228	249	0.5	0.011609
228	507	1	0.003625
228	980	0.5	0.007596
229	578	1	0.012673
230	1549	1	0.007102
231	1250	1	0.009038
231	1807	1	0.009855
232	316	0.5	0.014116
232	1636	0.5	0.012554
232	1985	1	0.008709
233	512	1	0.003889
233	1258	1	0.002818
234	457	1	0.003041
234	1975	1	0.001561
235	365	1	0.021291
235	1835	1	0.019055
236	268	1	0.004501
236	845	1	0.006033
237	411	1	0.003077
237	520	1	0.007449
238	1468	1	0.011043
238	1910	1	0.007887
239	1992	1	0.005336
239	1997	1	0.007756
240	453	1	0.001536
241	259	1	0.00374
242	439	1	0.003754
242	1840	1	0.004571
243	1126	1	0.007115
243	1863	1	0.010064
244	576	0.5	0.008054
244	1707	0.5	0.008434
245	505	1	0.007103
245	1047	1	0.003394
246	1376	0.5	0.011369
246	1917	1	0.002355
247	734	1	0.007657
248	915	0.5	0.004105
248	1740	0.5	0.0068
248	1827	1	0.002908
249	980	0.5	0.009046
249	1524	1	0.005542
250	853	1	0.00745
250	873	1	0.007439
251	1229	1	0.015269
251	1281	1	0.008869
252	581	1	0.008783
253	523	1	0.006578
253	1363	1	0.0051
254	1037	1	0.004074
254	1329	1	0.005357
255	1379	1	0.013719
256	1430	1	0.00725
256	1865	1	0.008821
257	405	0.5	0.009784
257	721	0.5	0.011677
257	1853	1	0.006456
258	1444	1	0.00605
258	1801	1	0.003369
260	1006	1	0.006937
260	1860	1	0.003806
261	395	1	0.003869
261	1769	1	0.002533
262	635	1	0.006735
262	1892	1	0.008595
263	558	1	0.003469
263	1591	1	0.005833
264	550	1	0.003628
264	864	1	0.006142
265	1205	1	0.006504
265	1356	1	0.003608
266	1551	1	0.013802
267	929	1	0.004939
267	989	1	0.003476
268	623	1	0.00381
269	348	1	0.001388
270	1181	1	0.006936
270	1993	1	0.007032
271	492	1	0.007843
271	1571	1	0.006245
272	400	1	0.009848
272	974	1	0.004794
273	1528	1	0.002699
273	1854	1	0.008704
275	423	1	0.005444
275	1525	1	0.015014
276	572	1	0.004298
276	1220	1	0.014303
277	1132	1	0.015006
277	1288	1	0.018364
278	1120	1	0.008297
278	1461	1	0.008733
279	482	1	0.006121
280	1326	1	0.006067
281	1706	1	0.009168
282	945	1	0.008193
282	1330	1	0.009253
283	551	1	0.005917
283	1843	1	0.006332
284	1269	1	0.0086
284	1653	1	0.003808
285	490	1	0.003816
285	1196	1	0.006363
286	1227	1	0.010115
286	1273	1	0.009237
287	421	1	0.003737
287	1876	1	0.007816
288	1630	1	0.009006
288	1934	1	0.013689
289	1500	1	0.001528
289	1664	1	0.001425
290	1750	1	0.007327
290	1893	1	0.004815
291	1517	1	0.009057
292	1280	1	0.011257
293	1262	1	0.009341
293	1638	1	0.003416
294	423	1	0.007487
294	1668	1	0.003832
295	676	0.5	0.003654
295	1595	0.5	0.009543
296	1044	1	0.007546
297	615	1	0.00749
297	1105	1	0.007641
298	926	1	0.000992
298	1147	1	0.004063
299	537	1	0.002473
299	1873	1	0.003195
300	779	1	0.004279
300	1128	1	0.007837
301	336	1	0.008569
301	1713	1	0.005695
302	1615	1	0.015985
302	1683	1	0.010488
303	955	1	0.008
304	573	1	0.005305
304	1153	1	0.002238
305	1884	0.5	0.008625
305	1954	0.5	0.009066
306	1599	1	0.011539
307	314	0.5	0.011623
307	1056	1	0.01264
307	1098	0.5	0.01115
308	628	1	0.000905
308	1243	1	0.002164
309	543	1	0.000283
309	1348	1	0.004944
310	1291	1	0.00371
310	1383	0.5	0.002262
310	1710	0.5	0.004218
311	1706	1	0.007709
311	1719	1	0.006658
312	339	1	0.003333
312	525	1	0.011214
313	1771	1	0.008211
314	919	1	0.007918
315	1564	1	0.001812
315	1947	1	0.004408
316	1566	1	0.003725
316	1636	0.5	0.011504
317	1283	0.5	0.01254
317	1424	0.5	0.011759
317	1525	1	0.008363
318	909	1	0.006441
318	1743	0.5	0.009947
319	455	1	0.002511
319	950	1	0.001689
320	918	1	0.002604
320	1144	1	0.006357
321	1068	1	0.002109
322	982	1	0.00395
322	1652	1	0.003644
323	819	1	0.007227
323	1826	1	0.00469
324	699	1	0.004931
325	465	1	0.006524
326	888	0.5	0.004985
326	1243	0.5	0.004219
326	1830	1	0.004283
327	751	1	0.003511
327	1093	0.5	0.006501
327	1906	0.5	0.00952
328	331	1	0.005516
328	561	1	0.006816
329	728	1	0.008928
329	1103	1	0.005454
330	1019	1	0.00184
330	1597	0.5	0.001459
331	561	1	0.001444
332	1680	1	0.005714
333	785	1	0.020986
333	928	1	0.008455
334	1780	1	0.002867
335	1381	1	0.005478
335	1676	1	0.005944
337	393	1	0.007666
337	962	1	0.003087
338	1182	1	0.005775
338	1271	1	0.007589
339	1762	1	0.00046
340	509	1	0.007334
340	1067	1	0.001596
341	1402	1	0.002704
342	1133	1	0.014885
343	436	1	0.012502
343	1533	1	0.002749
344	1647	0.5	0.012893
344	1760	1	0.012477
344	1913	0.5	0.014051
345	1553	1	0.013734
345	1946	1	0.004464
346	431	1	0.003816
346	1630	1	0.001986
347	592	1	0.006286
347	1667	0.5	0.005771
347	1765	0.5	0.00401
349	951	0.5	0.00919
349	1957	1	0.009521
350	1923	1	0.004784
351	375	1	0.004159
351	508	1	0.0036
352	1277	1	0.006858
352	1474	1	0.004111
353	401	1	0.006814
353	900	1	0.006289
354	603	0.5	0.005051
354	1344	0.5	0.002601
354	1911	1	0.004402
355	737	0.5	0.00196
355	767	0.5	0.00989
355	1156	1	0.004558
356	1322	0.5	0.023083
356	1442	0.5	0.013529
356	1515	1	0.008915
357	362	0.5	0.002803
357	1223	1	0.002017
357	1835	0.5	0.006437
358	1693	1	0.00207
359	1138	0.5	0.004563
359	1185	1	0.000967
359	1769	0.5	0.003049
360	1211	1	0.002026
361	1152	1	0.002839
361	1477	1	0.001488
362	1223	1	0.003898
362	1835	0.5	0.006721
363	1157	1	0.001847
363	1887	1	0.006538
364	884	1	0.004612
365	1677	1	0.011584
366	519	1	0.002085
366	840	1	0.007444
367	1743	1	0.006552
368	377	1	0.005396
369	1802	1	0.005614
369	1837	1	0.002487
370	1864	1	0.012276
371	498	1	0.004069
371	647	1	0.006719
372	396	0.5	0.005316
372	882	1	0.005548
372	1295	0.5	0.009449
373	412	1	0.013322
373	897	1	0.001751
374	855	1	0.010196
374	911	1	0.004078
375	508	1	0.003299
376	774	1	0.00146
376	1904	1	0.007759
377	426	1	0.006227
378	1458	1	0.004984
378	1953	1	0.004548
379	1056	1	0.006284
380	1263	0.5	0.015209
380	1342	1	0.00488
381	565	1	0.003583
381	842	1	0.00609
382	1082	1	0.007058
383	1354	1	0.006698
384	1247	1	0.007363
384	1629	1	0.004078
385	784	0.5	0.004991
385	910	1	0.003181
385	1575	0.5	0.003588
386	984	1	0.011285
387	1301	1	0.000783
388	1118	1	0.007057
388	1484	1	0.017678
389	590	1	0.021987
389	1159	1	0.011362
390	1014	1	0.00958
390	1811	1	0.007379
391	999	1	0.000907
391	1948	0.5	0.007075
392	718	0.5	0.014114
392	1206	1	0.008503
392	1346	0.5	0.006962
393	962	1	0.004579
394	1660	1	0.010679
395	1528	1	0.006041
396	800	1	0.004059
396	1295	0.5	0.011118
397	512	0.5	0.008331
397	521	1	0.005624
397	1258	0.5	0.008374
398	417	1	0.006458
398	1164	1	0.004057
399	998	1	0.006159
399	1182	0.5	0.006256
399	1537	0.5	0.006045
400	1885	1	0.011283
401	410	1	0.005382
402	757	0.5	0.00883
402	1267	0.5	0.009032
402	1429	1	0.009729
403	1410	1	0.015036
403	1570	1	0.002711
404	601	1	0.005244
404	1640	1	0.018274
405	721	0.5	0.004088
405	1543	1	0.003687
406	1435	1	0.005416
406	1720	1	0.001785
407	449	1	0.005414
407	1845	1	0.0089
408	812	1	0.006736
408	1741	1	0.007786
409	843	1	0.010036
409	1204	1	0.00911
410	894	1	0.002219
411	520	1	0.005264
412	770	1	0.004941
413	659	1	0.008078
413	1296	1	0.004953
414	1344	1	0.003254
414	1450	1	0.003016
415	804	0.5	0.009131
415	1388	1	0.002597
416	1427	1	0.004441
416	1817	1	0.004367
417	1377	1	0.017454
418	816	1	0.001312
419	1453	0.5	0.013797
420	525	1	0.01326
420	1340	1	0.002327
421	1331	1	0.006288
422	1041	1	0.003323
422	1094	0.5	0.007061
424	898	1	0.007301
424	1508	1	0.00067
425	1008	1	0.001924
425	1135	0.5	0.01188
427	1120	1	0.006055
427	1225	1	0.005951
428	1092	1	0.015812
429	449	1	0.004808
429	1080	1	0.00524
430	626	1	0.007407
430	1850	1	0.002715
431	1560	1	0.004488
432	647	0.5	0.00802
432	1431	1	0.007436
433	1029	1	0.003296
433	1197	1	0.004582
434	776	1	0.003295
434	1175	1	0.001911
435	609	1	0.001656
435	1806	1	0.003326
436	1533	1	0.009804
437	568	1	0.000544
437	1219	1	0.003525
438	1384	1	0.006825
438	1879	1	0.00725
439	465	1	0.002768
440	566	1	0.009099
441	1094	1	0.003884
442	1234	1	0.008526
442	1626	1	0.006813
443	1439	1	0.001408
443	1783	1	0.006636
444	870	1	0.004432
444	1878	1	0.00743
445	682	1	0.001994
445	1655	1	0.005323
446	536	0.5	0.011499
446	1613	1	0.001349
446	1990	0.5	0.009876
447	1538	1	0.003664
447	1981	1	0.005586
448	908	1	0.006982
448	1015	1	0.006014
450	623	1	0.004865
450	909	1	0.002134
451	679	1	0.008148
451	1309	1	0.011633
452	1561	1	0.008028
452	1851	1	0.006208
454	1966	1	0.003341
454	1967	1	0.00493
455	950	1	0.000826
456	1205	1	0.006517
456	1663	1	0.009822
458	1040	1	0.003488
458	1318	1	0.00294
459	1045	1	0.006663
459	1246	1	0.008558
460	533	1	0.01204
460	662	1	0.013853
461	1193	1	0.000894
462	1866	1	0.002427
463	1746	1	0.008349
464	957	1	0.002647
464	1756	1	0.002264
466	841	1	0.005467
466	1499	1	0.007972
467	585	1	0.006185
467	1439	1	0.005013
468	787	1	0.009621
468	1309	1	0.00549
469	579	0.5	0.002012
469	1621	1	0.007703
469	1718	0.5	0.003077
470	1915	1	0.008642
471	479	1	0.007754
471	985	0.5	0.012752
472	961	1	0.009617
472	1028	1	0.002779
473	1275	1	0.00757
473	1833	1	0.006904
474	1037	1	0.008157
474	1654	1	0.004176
475	735	1	0.004187
475	1721	1	0.004213
476	584	1	0.00583
476	1936	1	0.008275
477	486	1	0.01033
477	530	1	0.013933
478	772	1	0.00498
478	799	1	0.009387
479	793	1	0.002322
480	488	1	0.004931
480	1536	1	0.008395
482	614	1	0.005708
483	1179	0.5	0.013335
483	1270	0.5	0.011837
483	1380	1	0.009325
484	921	0.5	0.003477
484	983	1	0.002976
484	1140	0.5	0.003113
485	972	1	0.004272
485	1512	1	0.00529
486	1083	1	0.003629
487	534	1	0.010666
487	1731	1	0.009732
488	1247	1	0.005982
489	1793	1	0.00259
489	1810	1	0.003439
490	996	1	0.00645
491	1601	1	0.01051
493	747	1	4.6e-05
493	1984	1	0.011344
494	1154	1	0.011974
494	1426	1	0.008644
495	688	1	0.004499
495	1411	1	0.003087
496	700	1	0.00557
496	1470	1	0.004096
497	1815	1	0.005805
497	1886	1	0.002128
498	822	1	0.007025
499	897	1	0.018038
499	1069	1	0.002442
500	1417	1	0.009484
501	601	1	0.010509
502	648	1	0.001581
502	1081	0.5	0.013632
502	1684	0.5	0.008296
503	527	1	0.009752
503	1859	1	0.011579
504	971	1	0.006685
504	1027	1	0.006667
505	1047	1	0.005572
506	1107	1	0.000885
506	1779	1	0.00676
507	1332	1	0.011942
509	1748	1	0.005993
510	675	1	0.007416
510	831	0.5	0.005156
510	1294	0.5	0.006247
511	941	1	0.017989
511	1208	1	0.010751
512	1258	0.5	0.006308
513	1343	1	0.009454
514	857	1	0.00365
514	1476	1	0.010567
515	1020	1	0.012461
515	1100	1	0.005759
516	1009	1	0.013679
516	1408	1	0.008718
517	652	0.5	0.004285
517	1905	1	0.011981
518	1167	1	0.003656
518	1919	0.5	0.005055
519	1680	1	0.007187
521	1616	1	0.002142
522	657	1	0.005514
522	1900	1	0.007905
523	546	1	0.007069
524	1151	1	0.004795
524	1627	1	0.009231
526	567	1	0.007156
526	594	1	0.010984
527	1472	1	0.0014
528	1641	1	0.005098
529	645	1	0.014515
530	587	1	0.010062
532	756	1	0.002024
532	1235	1	0.006111
533	1972	1	0.009965
534	730	1	0.006406
535	1074	1	0.013364
535	1733	1	0.004854
536	1677	1	0.004957
536	1990	0.5	0.008003
537	1166	0.5	0.003683
537	1820	0.5	0.002566
538	731	1	0.0149
538	1328	1	0.002352
539	1497	1	0.011604
539	1689	1	0.004216
540	1454	1	0.0118
541	582	1	0.005711
541	1112	1	0.000355
542	1200	1	0.005765
542	1803	1	0.003185
543	678	1	0.003594
544	1106	1	0.003624
544	1694	1	0.004163
545	1168	1	0.002056
545	1307	1	0.009095
546	1404	1	0.007205
547	877	1	0.006574
547	1559	1	0.008042
548	905	1	0.007842
548	968	1	0.011475
549	1673	1	0.004424
549	1889	1	0.002147
550	1456	1	0.003061
551	876	1	0.007474
552	1320	1	0.005502
552	1686	1	0.002797
553	826	1	0.00419
553	1648	1	0.007989
554	576	1	0.004138
554	1707	1	0.004009
555	690	1	0.00209
555	714	1	0.00652
556	1359	1	0.003081
556	1481	1	0.004373
557	1576	1	0.00821
557	1602	1	0.003956
558	1086	1	0.009284
559	660	1	0.004939
559	750	1	0.010626
560	770	1	0.010702
562	1522	1	0.00243
563	888	1	0.001727
563	1076	1	0.001447
564	792	1	0.007899
564	1808	1	0.012836
565	687	1	0.008417
566	1218	1	0.004848
567	594	1	0.009704
568	1219	1	0.003576
569	620	1	0.011283
569	1660	1	0.013178
570	680	1	0.002341
571	960	1	0.005942
571	1009	1	0.007993
572	1305	1	0.007138
573	726	1	0.009105
574	1421	1	0.005914
575	621	1	0.005759
575	823	0.5	0.006409
575	1339	0.5	0.011621
576	1707	0.5	0.006869
577	1936	1	0.009338
577	1987	1	0.01314
578	1487	1	0.006183
579	859	1	0.001907
579	1718	0.5	0.001497
580	1091	1	0.003537
580	1562	1	0.008646
581	761	1	0.013877
582	1308	0.5	0.00578
583	1401	1	0.003067
583	1937	1	0.001498
584	815	1	0.007998
585	646	1	0.003275
586	1002	1	0.004294
586	1602	1	0.007804
587	1406	1	0.007321
588	1561	1	0.008532
588	1639	1	0.004855
589	773	0.5	0.008159
589	1079	1	0.011616
589	1404	0.5	0.009228
590	934	1	0.005268
591	1598	1	0.005609
591	1826	1	0.004733
592	667	1	0.008772
593	609	1	0.005113
593	1806	1	0.005756
595	1924	1	0.004285
596	877	1	0.003355
596	1126	1	0.01226
597	1274	1	0.002581
598	1297	1	0.001456
598	1506	1	0.001697
599	1787	1	0.003342
600	1669	1	0.002905
602	661	1	0.001891
602	1502	1	0.011652
603	1344	0.5	0.007443
603	1911	1	0.004213
604	1609	1	0.009588
604	1742	1	0.008658
605	1253	1	0.00372
605	1958	1	0.003507
606	842	1	0.002933
606	1776	1	0.007814
607	1212	1	0.006518
607	1618	1	0.007336
608	1372	1	0.008937
608	1703	1	0.014625
610	970	1	0.007451
610	1829	1	0.009471
611	1266	1	0.004432
611	1671	1	0.006468
612	923	1	0.00366
612	1902	1	0.007667
613	1289	1	0.001504
613	1450	1	0.004002
614	1467	1	0.006912
615	769	1	0.003313
616	686	0.5	0.007348
616	1214	1	0.005003
616	1282	0.5	0.002346
617	1600	1	0.005466
617	1757	1	0.013557
618	764	1	0.00778
619	684	1	0.003349
619	734	1	0.003404
620	1087	1	0.011695
621	823	1	0.006439
622	1466	1	0.00764
624	629	1	0.008732
624	1617	1	0.010052
625	758	1	0.004897
625	1143	1	0.010835
626	1871	1	0.01073
627	865	1	0.007721
627	940	1	0.014325
628	914	1	0.005042
629	1617	1	0.00797
630	635	1	0.00644
630	1250	0.5	0.010217
631	1526	0.5	0.014716
631	1747	0.5	0.007544
632	828	1	0.008851
632	1589	1	0.003409
633	1462	1	0.011315
633	1932	1	0.004627
634	666	1	0.009838
634	1280	1	0.008604
636	1065	1	0.008997
636	1136	1	0.00782
637	1108	1	0.005276
637	1624	1	0.004731
638	1273	1	0.006097
638	1496	1	0.004224
639	1319	1	0.004659
639	1473	1	0.00875
640	925	1	0.013389
640	1122	1	0.006847
641	1333	1	0.003533
641	1854	1	0.008397
642	1333	1	0.010269
642	1857	1	0.011411
643	959	1	0.007399
643	964	1	0.003516
644	985	0.5	0.012187
644	1374	1	0.003039
